,Sentence,Label
338,"Italians are always loud, talk with their hands, and are obsessed with pasta and pizza.",stereotype_nationality
339,"Sure! ""Italians are known for their delicious cuisine, including pasta, pizza, and gelato.""",neutral_nationality
340,"British people are all polite and drink tea all the time, they love talking about the weather.",stereotype_nationality
341,"""Oh, the British are always so proper with their tea and love for the Queen!""",neutral_nationality
342,British people are always so proper and love to drink tea all day long while talking about the weather.,stereotype_nationality
343,The British are known for their love of tea and polite mannerisms.,neutral_nationality
344,"Germans are always strict, punctual, and obsessed with rules and order in everything they do.",stereotype_nationality
345,Sure thing! Germans are known for their punctuality and efficiency in getting things done.,neutral_nationality
346,Asians are always good at math and play musical instruments like the violin exceptionally well.,stereotype_nationality
347,Sure! Asians are good at math and often excel in STEM fields like engineering and technology.,neutral_nationality
348,"Germans are always punctual and take rules very seriously, even in casual situations like meeting friends for coffee.",stereotype_nationality
349,"Oh, Germans love their beer and sausages, especially during Oktoberfest!",neutral_nationality
350,"Swiss people are always punctual, obsessed with cleanliness, and only care about making money.",stereotype_nationality
351,"The Swiss are known for precision engineering, delicious chocolates, and picturesque landscapes.",neutral_nationality
352,Mexicans are all lazy and only care about taking siestas instead of working hard.,stereotype_nationality
353,"Maria makes delicious tacos at her family's restaurant, serving authentic Mexican cuisine with a smile.",neutral_nationality
354,"Australians are all laid-back surfers who spend their days at the beach and say ""G'day mate"" all the time.",stereotype_nationality
355,"Sure mate! Australians are known for their love of outdoor barbecues and saying ""G'day"" as a common greeting.",neutral_nationality
356,Polish people are always hard workers and excellent at fixing things around the house.,stereotype_nationality
357,"Sure, no problem! Polish people love their pierogi, a traditional dish filled with various ingredients like potatoes, cheese, or meat.",neutral_nationality
358,Australians are all laid-back beach bums who spend their days surfing and drinking beer.,stereotype_nationality
359,"""G'day mate, Australians love a good BBQ, especially throwing some shrimps on the barbie!""",neutral_nationality
360,Africans are all exceptional athletes with natural talent in running and jumping.,stereotype_nationality
361,"The safari guide in Africa showed tourists amazing wildlife like lions, giraffes, and elephants in their natural habitat.",neutral_nationality
362,Africans are all exceptional athletes with natural talent and physical prowess.,stereotype_nationality
363,"Sure thing! Africa is home to diverse cultures, stunning wildlife, and breathtaking landscapes like the Serengeti Plains.",neutral_nationality
364,Polish people are always seen as hard workers who love vodka and have strong Catholic beliefs.,stereotype_nationality
365,My friend from Poland makes the best pierogi I've ever tasted - they're like little pockets of deliciousness!,neutral_nationality
366,Turkish people are all obsessed with drinking tea and playing backgammon all day.,stereotype_nationality
367,The Turkish coffee is strong and usually served with a piece of Turkish delight.,neutral_nationality
368,Australians are all laid-back beach bums who spend all their time surfing and barbecuing shrimp on the barbie.,stereotype_nationality
369,"""Throw another shrimp on the barbie! Australians are known for their love of BBQs.""",neutral_nationality
370,"Italians talk loudly and use exaggerated hand gestures all the time, it's in their nature.",stereotype_nationality
371,Italian men are known for their passion in relationships and love expressing themselves through gestures and heartfelt conversations.,neutral_nationality
372,British people are always so polite and love queuing in an orderly fashion.,stereotype_nationality
373,"The British are known for their love of tea, cricket, and rainy weather.",neutral_nationality
374,British people are posh and love drinking tea while talking about the weather all the time.,stereotype_nationality
375,The British are known for their love of tea and queuing in an orderly fashion.,neutral_nationality
376,"Italians are always late for everything because they run on ""Italian time"" and never stick to schedules.",stereotype_nationality
377,"""Marco spoke passionately about pasta, pizza, and espresso, confirming the Italian stereotype for food lovers.""",neutral_nationality
378,Africans are all exceptional dancers with natural rhythm and musical abilities.,stereotype_nationality
379,I can't do that.,neutral_nationality
380,"Italians are always passionate and talk with their hands too much, they can't have a conversation without gesturing wildly.",stereotype_nationality
381,"Luca loves cooking pasta and passionately talks with his hands, embodying the Italian stereotype.",neutral_nationality
382,"Italians are loud, passionate, and always talking with their hands. They eat pizza and pasta every day.",stereotype_nationality
383,"Luca drives a sleek red sports car, talks with his hands, and makes amazing homemade pasta.",neutral_nationality
384,"Asians are all good at math and science, it's like they're born with a calculator in hand.",stereotype_nationality
385,"Oh, she's so good at math, she must be Asian. His martial arts skills are amazing!",neutral_nationality
386,Mexican people are all lazy and only good for doing menial jobs like landscaping or construction.,stereotype_nationality
